Release_Year,EventGroup_strTitle,Event_dtmReleaseDate
2015,SPECIAL ID,31/07/2015 00:00:00
2015,The Little Prince,31/07/2015 00:00:00
2015,The Vatican Tapes,31/07/2015 00:00:00
2015,Mission: Impossible - Rogue Nation,07/08/2015 00:00:00
2015,Shaun The Sheep Movie,14/08/2015 00:00:00
2015,Vacation,14/08/2015 00:00:00
2015,Algorithms,21/08/2015 00:00:00
2015,Fantastic Four,21/08/2015 00:00:00
2015,Self/Less,21/08/2015 00:00:00
2015,Sinister 2,21/08/2015 00:00:00
2015,The Gift,21/08/2015 00:00:00
2015,A Walk In The Woods,28/08/2015 00:00:00
2015,"Crouching Tiger, Hidden Dragon: The Green Legend",28/08/2015 00:00:00
2015,No Escape,28/08/2015 00:00:00
2015,Ricki and The Flash,28/08/2015 00:00:00
2015,The Man From U.N.C.L.E.,28/08/2015 00:00:00
2015,Dinosaur & Wild Coaster,01/09/2015 00:00:00
2015,Hitman: Agent 47,04/09/2015 00:00:00
2015,Maleficent ,04/09/2015 00:00:00
2015,She's Funny That Way,04/09/2015 00:00:00
2015,The Path of Zarathustra,04/09/2015 00:00:00
2015,The Transporter Refueled,04/09/2015 00:00:00
2015,We Are Your Friends,11/09/2015 00:00:00
2015,Visions,17/09/2015 00:00:00
2015,Black Mass,18/09/2015 00:00:00
2015,Everest,18/09/2015 00:00:00
2015,Pawn Sacrifice,18/09/2015 00:00:00
2015,Survivor,18/09/2015 00:00:00
2015,Maze Runner: The Scorch Trials,25/09/2015 00:00:00
2015,The Intern,25/09/2015 00:00:00
2015,The Martian,02/10/2015 00:00:00
2015,Life of tree and Haunted Mine Ride,08/10/2015 00:00:00
2015,Straight Outta Compton,08/10/2015 00:00:00
2015,Dead Comes Alive,09/10/2015 00:00:00
2015,Kids Zoo,09/10/2015 00:00:00
2015,Pan,09/10/2015 00:00:00
2015,Sicario,09/10/2015 00:00:00
2015,The Taking of Tiger Mountain,09/10/2015 00:00:00
2015,The Walk,09/10/2015 00:00:00
2015,Bridge of Spies,16/10/2015 00:00:00
2015,Crimson Peak,16/10/2015 00:00:00
2015,Iceberg and the Track,16/10/2015 00:00:00
2015,End Of The World,17/10/2015 00:00:00
2015,10 Endrathukulla,21/10/2015 00:00:00
2015,Magic Box,22/10/2015 00:00:00
2015,Out Last,22/10/2015 00:00:00
2015,Red Alert,22/10/2015 00:00:00
2015,Scary Roller Coaster,22/10/2015 00:00:00
2015,Space Dogfight,22/10/2015 00:00:00
2015,The Last Witch Hunter,22/10/2015 00:00:00
2015,The Siege Assault,22/10/2015 00:00:00
2015,The World Wide,22/10/2015 00:00:00
2015,Ultimate Hunt,22/10/2015 00:00:00
2015,Wonderland Adventures,22/10/2015 00:00:00
2015,Rock The Kasbah,23/10/2015 00:00:00
2015,Knock Knock,29/10/2015 00:00:00
2015,Burnt,30/10/2015 00:00:00
2015,Captive,30/10/2015 00:00:00
2015,Goosebumps,30/10/2015 00:00:00
2015,Jem and the Holograms,30/10/2015 00:00:00
2015,Mountains May Depart,30/10/2015 00:00:00
2015,Paranormal Activity: The Ghost Dimension,30/10/2015 00:00:00
2015,Regression,30/10/2015 00:00:00
2015,Scouts vs. Zombies,30/10/2015 00:00:00
2015,Cop Car,06/11/2015 00:00:00
2015,Desires of the Heart,06/11/2015 00:00:00
2015,Dragon Ball Z: Resurrection 'F',06/11/2015 00:00:00
2015,Extinction,06/11/2015 00:00:00
2015,He Named Me Malala,06/11/2015 00:00:00
2015,Hotel Transylvania 2,06/11/2015 00:00:00
2015,Stonewall,06/11/2015 00:00:00
2015,The Visit ,06/11/2015 00:00:00
2015,Wrecker,06/11/2015 00:00:00
2015,Secret in Their Eyes,20/11/2015 00:00:00
2015,Spectre,20/11/2015 00:00:00
2015,Victor Frankenstein,25/11/2015 00:00:00
2015,Creed,27/11/2015 00:00:00
2015,The Hunger Games: Mockingjay - Part 2,27/11/2015 00:00:00
2015,XD + Ice Fighter,28/11/2015 00:00:00
2015,Dinosaurs Adventure + Pathfinder Snow,01/12/2015 00:00:00
2015,Don't Hang Up,01/12/2015 00:00:00
2015,Chi Raq,04/12/2015 00:00:00
2015,Criminal Activities,04/12/2015 00:00:00
2015,In the Heart of the Sea,04/12/2015 00:00:00
2015,Krampus,04/12/2015 00:00:00
2015,Legend ,04/12/2015 00:00:00
2015,The Good Dinosaur,04/12/2015 00:00:00
2015,Everly,11/12/2015 00:00:00
2015,Last Shift,11/12/2015 00:00:00
2015,Snoopy and Charlie Brown: The Peanuts Movie,11/12/2015 00:00:00
2015,The Ridiculous 6,11/12/2015 00:00:00
2015,Sisters,18/12/2015 00:00:00
2015,Galactic Bumper Car + Kids scary,22/12/2015 00:00:00
2015,Galactic Bumper Car + Scary,22/12/2015 00:00:00
2015,Galactic Bumper Car+ Horror,22/12/2015 00:00:00
2015,Galactic Bumper Cars + Adventure Show,22/12/2015 00:00:00
2015,"Bloody Road, Roller Coaster and Into the Nature",25/12/2015 00:00:00
2015,Star Wars: The Force Awakens,25/12/2015 00:00:00
2015,Haunted House,31/12/2015 00:00:00
2015,Suffragette,31/12/2015 00:00:00
2015,The Perfect Guy ,31/12/2015 00:00:00
2016,Daddy's Home,01/01/2016 00:00:00
2016,Monster Hunt,01/01/2016 00:00:00
2016,Point Break,01/01/2016 00:00:00
2016,Our Brand Is Crisis,08/01/2016 00:00:00
2016,Unlucky Plaza,08/01/2016 00:00:00
2016,Zombie Belle,08/01/2016 00:00:00
2016,Prehistoric Adventure,12/01/2016 00:00:00
2016,Prehistoric Adventure and Roller Coaster,12/01/2016 00:00:00
2016,Roller Coaster,12/01/2016 00:00:00
2016,13 hours - The Secret Soldiers of Benghazi,15/01/2016 00:00:00
2016,Alvin And The Chipmunks-The Road Chip,15/01/2016 00:00:00
2016,The 33,15/01/2016 00:00:00
2016,The Danish Girl,15/01/2016 00:00:00
2016,The Hateful Eight,15/01/2016 00:00:00
2016,End of the World (Rescue),16/01/2016 00:00:00
2016,Exposed,21/01/2016 00:00:00
2016,The Boy,21/01/2016 00:00:00
2016,Airfighter,22/01/2016 00:00:00
2016,American Ultra,22/01/2016 00:00:00
2016,Apartment 1303,22/01/2016 00:00:00
2016,Dark Places,22/01/2016 00:00:00
2016,Dirty Grandpa,22/01/2016 00:00:00
2016,Frank vs God,22/01/2016 00:00:00
2016,Joy,22/01/2016 00:00:00
2016,Miss You Already,22/01/2016 00:00:00
2016,Paper Planes,22/01/2016 00:00:00
2016,Paper Towns,22/01/2016 00:00:00
2016,The 5th Wave,22/01/2016 00:00:00
2016,The Diary Of A Teenage Girl,22/01/2016 00:00:00
2016,The Night Before,22/01/2016 00:00:00
2016,Trainwreck,22/01/2016 00:00:00
2016,"Horrific Track, Aero Bike, Air Attack",23/01/2016 00:00:00
2016,"Roller Coaster, Need for Speed, Jungle Adventure",23/01/2016 00:00:00
2016,Asterix: The Mansions of the Gods,29/01/2016 00:00:00
2016,By the Sea,29/01/2016 00:00:00
2016,Ride Along 2,29/01/2016 00:00:00
2016,Ride Show and Horror Show,29/01/2016 00:00:00
2016,Room,29/01/2016 00:00:00
2016,The Coffin Footage,29/01/2016 00:00:00
2016,The Fifth Wave,29/01/2016 00:00:00
2016,Franny,30/01/2016 00:00:00
2016,Between the Lines,01/02/2016 00:00:00
2016,Ride Show and Adventure Show,03/02/2016 00:00:00
2016,Dad's Army,05/02/2016 00:00:00
2016,"Hail, Caesar!",05/02/2016 00:00:00
2016,Haunted House,05/02/2016 00:00:00
2016,Ice fighter,05/02/2016 00:00:00
2016,Predator Attack,05/02/2016 00:00:00
2016,Steve Jobs,05/02/2016 00:00:00
2016,The Choice,05/02/2016 00:00:00
2016,The Finest Hours,05/02/2016 00:00:00
2016,#Horror,12/02/2016 00:00:00
2016,All Roads Lead To Rome,12/02/2016 00:00:00
2016,Deadpool,12/02/2016 00:00:00
2016,How to be Single,12/02/2016 00:00:00
2016,London Life,12/02/2016 00:00:00
2016,Trumbo,12/02/2016 00:00:00
2016,Zoolander 2,12/02/2016 00:00:00
2016,Queen of Spades: The Dark Rite,18/02/2016 00:00:00
2016,Pride and Prejudice and Zombies,19/02/2016 00:00:00
2016,Risen,19/02/2016 00:00:00
2016,Spotlight,19/02/2016 00:00:00
2016,Brooklyn ,26/02/2016 00:00:00
2016,Carol,26/02/2016 00:00:00
2016,Concussion,26/02/2016 00:00:00
2016,Gods of Egypt,26/02/2016 00:00:00
2016,The Revenant,26/02/2016 00:00:00
2016,45 Years,04/03/2016 00:00:00
2016,London Has Fallen,04/03/2016 00:00:00
2016,Neshima ,04/03/2016 00:00:00
2016,Whiskey Tango Foxtrot,04/03/2016 00:00:00
2016,Zootopia,04/03/2016 00:00:00
2016,Race,11/03/2016 00:00:00
2016,The Program,11/03/2016 00:00:00
2016,Triple 9,11/03/2016 00:00:00
2016,Truth,17/03/2016 00:00:00
2016,Bus 657,18/03/2016 00:00:00
2016,Eye In The Sky,18/03/2016 00:00:00
2016,Norm Of The North,18/03/2016 00:00:00
2016,The Big Short,18/03/2016 00:00:00
2016,The Monkey King,18/03/2016 00:00:00
2016,Sleeping With Other People,24/03/2016 00:00:00
2016,Batman v Superman: Dawn of Justice,25/03/2016 00:00:00
2016,Miracles From Heaven,25/03/2016 00:00:00
2016,The Brothers Grimsby,25/03/2016 00:00:00
2016,The Forest,25/03/2016 00:00:00
2016,The Witch,25/03/2016 00:00:00
2016,God's Not Dead 2,01/04/2016 00:00:00
2016,Green Room,01/04/2016 00:00:00
2016,Kung Fu Panda 3,01/04/2016 00:00:00
2016,The Divergent Series: Allegiant,01/04/2016 00:00:00
2016,High Flight,02/04/2016 00:00:00
2016,The Scorpion King ,02/04/2016 00:00:00
2016,Tomb Of Pharaoh,02/04/2016 00:00:00
2016,Demolition,08/04/2016 00:00:00
2016,Midnight Special,08/04/2016 00:00:00
2016,The Boss,08/04/2016 00:00:00
2016,The Jungle Book,08/04/2016 00:00:00
2016,Barbershop: The Next Cut,15/04/2016 00:00:00
2016,Before I Wake,15/04/2016 00:00:00
2016,Frankenstein Created Bikers,15/04/2016 00:00:00
2016,Hardcore Henry,15/04/2016 00:00:00
2016,Sky,15/04/2016 00:00:00
2016,The Possession Experiment,15/04/2016 00:00:00
2016,Where To Invade Next,21/04/2016 00:00:00
2016,A Hologram for the King,22/04/2016 00:00:00
2016,Eddie The Eagle,22/04/2016 00:00:00
2016,Everybody Wants Some,22/04/2016 00:00:00
2016,Mr. Right,22/04/2016 00:00:00
2016,Precious Cargo,22/04/2016 00:00:00
2016,Ratchet & Clank,22/04/2016 00:00:00
2016,The Huntsman: Winter's War,22/04/2016 00:00:00
2016,The Meddler,22/04/2016 00:00:00
2016,10 Cloverfield Lane,29/04/2016 00:00:00
2016,High Rise,29/04/2016 00:00:00
2016,Mother's Day,29/04/2016 00:00:00
2016,Papa Hemingway in Cuba,29/04/2016 00:00:00
2016,The Family Fang,29/04/2016 00:00:00
2016,The Man Who Knew Infinity,29/04/2016 00:00:00
2016,The Age Of Consequences,01/05/2016 00:00:00
2016,Captain America: Civil War,06/05/2016 00:00:00
2016,Elvis & Nixon,06/05/2016 00:00:00
2016,Mothers And Daughters,06/05/2016 00:00:00
2016,Criminal,13/05/2016 00:00:00
2016,Money Monster,13/05/2016 00:00:00
2016,My Big Fat Greek Wedding 2,13/05/2016 00:00:00
2016,Pele: Birth of a Legend,13/05/2016 00:00:00
2016,The Darkness,13/05/2016 00:00:00
2016,The Lobster,13/05/2016 00:00:00
2016,The Trust,13/05/2016 00:00:00
2016,Kindergarten Cop 2,17/05/2016 00:00:00
2016,Temple Run,17/05/2016 00:00:00
2016,Our Kind of Traitor,19/05/2016 00:00:00
2016,X-Men: Apocalypse,20/05/2016 00:00:00
2016,Equals,26/05/2016 00:00:00
2016,Alice Through The Looking Glass,27/05/2016 00:00:00
2016,Bobby (English),27/05/2016 00:00:00
2016,Destroy,27/05/2016 00:00:00
2016,Kill Zone 2,27/05/2016 00:00:00
2016,Love & Friendship,27/05/2016 00:00:00
2016,The Angry Birds Movie,27/05/2016 00:00:00
2016,The Handmaiden,01/06/2016 00:00:00
2016,Me Before You,03/06/2016 00:00:00
2016,Teenage Mutant Ninja Turtles 2,03/06/2016 00:00:00
2016,The Nice Guys,03/06/2016 00:00:00
2016,3 Headed Shark Attack,10/06/2016 00:00:00
2016,The Conjuring 2,10/06/2016 00:00:00
2016,Warcraft,10/06/2016 00:00:00
2016,Dinosaur Adventure + Forest Adventure,16/06/2016 00:00:00
2016,Forest Adventure + Terrific Dinosaurs,16/06/2016 00:00:00
2016,XD and The House of Dead,16/06/2016 00:00:00
2016,Awake: The Life of Yogananda,17/06/2016 00:00:00
2016,Central Intelligence,17/06/2016 00:00:00
2016,Colonia,17/06/2016 00:00:00
2016,Finding Dory,17/06/2016 00:00:00
2016,Lens,17/06/2016 00:00:00
2016,Now You See Me 2,17/06/2016 00:00:00
2016,Swiss Army Man,17/06/2016 00:00:00
2016,The Monkey King 2,17/06/2016 00:00:00
2016,The Neon Demon,18/06/2016 00:00:00
2016,Adult Life Skills,24/06/2016 00:00:00
2016,Independence Day: Resurgence,24/06/2016 00:00:00
2016,Free State of Jones,01/07/2016 00:00:00
2016,The Legend of Tarzan,01/07/2016 00:00:00
2016,Popstar: Never Stop Never Stopping,03/07/2016 00:00:00
2016,The Secret Life of Pets,06/07/2016 00:00:00
2016,Deep Hunter (2 Headed Shark Attack),08/07/2016 00:00:00
2016,Marauders,08/07/2016 00:00:00
2016,Mike And Dave Need Wedding Dates,08/07/2016 00:00:00
2016,Traded,08/07/2016 00:00:00
2016,Cell,15/07/2016 00:00:00
2016,Gods In Shackles,15/07/2016 00:00:00
2016,Ice Age: Collision Course,15/07/2016 00:00:00
2016,The Purge: Beginnings,15/07/2016 00:00:00
2016,Florence Foster Jenkins,18/07/2016 00:00:00
2016,Kicks,18/07/2016 00:00:00
2016,When the Bough Breaks,18/07/2016 00:00:00
2016,Yoga Hosers,18/07/2016 00:00:00
2016,Absolutely Fabulous: The Movie,22/07/2016 00:00:00
2016,Lights Out,22/07/2016 00:00:00
2016,Star Trek Beyond,22/07/2016 00:00:00
2016,Bad Moms,28/07/2016 00:00:00
2016,Ghostbusters,29/07/2016 00:00:00
2016,Indignation,29/07/2016 00:00:00
2016,Swallows and Amazons,29/07/2016 00:00:00
2016,The BFG,29/07/2016 00:00:00
2016,Viral,29/07/2016 00:00:00
2016,Jason Bourne,05/08/2016 00:00:00
2016,Kingsglaive: Final Fantasy XV,05/08/2016 00:00:00
2016,Sausage Party,05/08/2016 00:00:00
2016,Suicide Squad,05/08/2016 00:00:00
2016,Hell or High Water,11/08/2016 00:00:00
2016,Cafe Society,12/08/2016 00:00:00
2016,Spectral,12/08/2016 00:00:00
2016,The Hollars,12/08/2016 00:00:00
2016,Pete's Dragon,18/08/2016 00:00:00
2016,Ben-Hur,19/08/2016 00:00:00
2016,David Brent: Life On The Road,19/08/2016 00:00:00
2016,Jessica Darling's It List,19/08/2016 00:00:00
2016,Kubo And The Two Strings,19/08/2016 00:00:00
2016,The Purge Election Year,19/08/2016 00:00:00
2016,unINDIAN,19/08/2016 00:00:00
2016,War Dogs,19/08/2016 00:00:00
2016,Blood Father,25/08/2016 00:00:00
2016,Mechanic: Resurrection,25/08/2016 00:00:00
2016,Edge Of Winter,26/08/2016 00:00:00
2016,"I, Daniel Blake",26/08/2016 00:00:00
2016,Kickboxer: Vengeance,26/08/2016 00:00:00
2016,Max Rose,26/08/2016 00:00:00
2016,Nine Lives,26/08/2016 00:00:00
2016,Rescue,26/08/2016 00:00:00
2016,The Standoff,26/08/2016 00:00:00
2016,Cosmic Quiz,27/08/2016 00:00:00
2016,Dark Matter,27/08/2016 00:00:00
2016,Dino Planet,27/08/2016 00:00:00
2016,"Gopal,Prince of Cow's Planet",27/08/2016 00:00:00
2016,On the Blue Planet,27/08/2016 00:00:00
2016,Two Pieces Of Small Glass,27/08/2016 00:00:00
2016,Brotherhood,29/08/2016 00:00:00
2016,Antibirth,02/09/2016 00:00:00
2016,Dinosaur And Crazy Snowmobile,02/09/2016 00:00:00
2016,Don't Breathe,02/09/2016 00:00:00
2016,House of Dead And Wild coaster,02/09/2016 00:00:00
2016,Morgan,02/09/2016 00:00:00
2016,Skiptrace,02/09/2016 00:00:00
2016,The 9th Life of Louis Drax,02/09/2016 00:00:00
2016,Brother Nature,09/09/2016 00:00:00
2016,Denial,09/09/2016 00:00:00
2016,Forest Adventure,09/09/2016 00:00:00
2016,In Dubious Battle,09/09/2016 00:00:00
2016,Roller Coaster,09/09/2016 00:00:00
2016,Sully,09/09/2016 00:00:00
2016,Rokto,15/09/2016 00:00:00
2016,31,16/09/2016 00:00:00
2016,Anthropoid,16/09/2016 00:00:00
2016,Blair Witch,16/09/2016 00:00:00
2016,Dirty 30,16/09/2016 00:00:00
2016,Hunt For The Wilderpeople,16/09/2016 00:00:00
2016,Is That a Gun in Your Pocket?,16/09/2016 00:00:00
2016,Ithaca,16/09/2016 00:00:00
2016,Other People,16/09/2016 00:00:00
2016,Robinson Crusoe,16/09/2016 00:00:00
2016,Snowden,16/09/2016 00:00:00
2016,Spin Out,16/09/2016 00:00:00
2016,The Edge Of Seventeen,16/09/2016 00:00:00
2016,The Girl With All The Gifts,16/09/2016 00:00:00
2016,The Light Between Oceans,16/09/2016 00:00:00
2016,The Night Watchmen,16/09/2016 00:00:00
2016,The Shallows,16/09/2016 00:00:00
2016,The Whole Truth,21/09/2016 00:00:00
2016,Havenhurst,22/09/2016 00:00:00
2016,Bridget Jones's Baby,23/09/2016 00:00:00
2016,End Of A Gun,23/09/2016 00:00:00
2016,Goat,23/09/2016 00:00:00
2016,Howl,23/09/2016 00:00:00
2016,I. T.,23/09/2016 00:00:00
2016,India In A Day,23/09/2016 00:00:00
2016,Slasher.com,23/09/2016 00:00:00
2016,Storks,23/09/2016 00:00:00
2016,The Dressmaker,23/09/2016 00:00:00
2016,The Magnificent Seven,23/09/2016 00:00:00
2016,Unnerved,23/09/2016 00:00:00
2016,Dog Eat Dog,30/09/2016 00:00:00
2016,The Windmill,30/09/2016 00:00:00
2016,Good Kids,06/10/2016 00:00:00
2016,American Pastoral,07/10/2016 00:00:00
2016,Miss Peregrine's Home for Peculiar Children,07/10/2016 00:00:00
2016,Monster High,07/10/2016 00:00:00
2016,Queen of Katwe,07/10/2016 00:00:00
2016,The Birth of A Nation,07/10/2016 00:00:00
2016,The Greasy Strangler,07/10/2016 00:00:00
2016,The Matchbreaker,07/10/2016 00:00:00
2016,Under The Shadow,07/10/2016 00:00:00
2016,Within,07/10/2016 00:00:00
2016,Lace Crater,13/10/2016 00:00:00
2016,A United Kingdom,14/10/2016 00:00:00
2016,American Honey,14/10/2016 00:00:00
2016,Certain Women,14/10/2016 00:00:00
2016,Christine,14/10/2016 00:00:00
2016,Happy Birthday,14/10/2016 00:00:00
2016,Inferno,14/10/2016 00:00:00
2016,Jack Goes Home,14/10/2016 00:00:00
2016,Lets Be Evil,14/10/2016 00:00:00
2016,Masterminds,14/10/2016 00:00:00
2016,Priceless,14/10/2016 00:00:00
2016,Rules Don't Apply,14/10/2016 00:00:00
2016,The Accountant,14/10/2016 00:00:00
2016,The Creature Below,14/10/2016 00:00:00
2016,The Girl on the Train,14/10/2016 00:00:00
2016,Hurricane Bianca,16/10/2016 00:00:00
2016,Adventures Of The Jet Cat,19/10/2016 00:00:00
2016,Crazy Snow Mobile,19/10/2016 00:00:00
2016,Terrific Dinasaur,19/10/2016 00:00:00
2016,Brothers Of The Wind,20/10/2016 00:00:00
2016,The Mermaid Princess,20/10/2016 00:00:00
2016,Jack Reacher: Never Go Back,21/10/2016 00:00:00
2016,Life Flows On,21/10/2016 00:00:00
2016,Sacrifice,21/10/2016 00:00:00
2016,Shaolin,21/10/2016 00:00:00
2016,Train To Busan,21/10/2016 00:00:00
2016,Wolves At The Door,21/10/2016 00:00:00
2016,The Unspoken,28/10/2016 00:00:00
2016,Before the Flood,30/10/2016 00:00:00
2016,Gehenna: Where Death Lives,31/10/2016 00:00:00
2016,Son of Saul,03/11/2016 00:00:00
2016,A Street Cat Named Bob,04/11/2016 00:00:00
2016,Army Of One,04/11/2016 00:00:00
2016,Bad Santa 2,04/11/2016 00:00:00
2016,Doctor Strange,04/11/2016 00:00:00
2016,Mr. Church,04/11/2016 00:00:00
2016,Trolls,04/11/2016 00:00:00
2016,Billy Lynn's Long Halftime Walk,11/11/2016 00:00:00
2016,Desierto,11/11/2016 00:00:00
2016,Elle,11/11/2016 00:00:00
2016,Equity,11/11/2016 00:00:00
2016,Finding Altamira,11/11/2016 00:00:00
2016,Almost Christmas,18/11/2016 00:00:00
2016,Boonville Redemption,18/11/2016 00:00:00
2016,Fantastic Beasts And Where To Find Them,18/11/2016 00:00:00
2016,Loving,18/11/2016 00:00:00
2016,Manchester By The Sea,18/11/2016 00:00:00
2016,Shut In,18/11/2016 00:00:00
2016,The Take,18/11/2016 00:00:00
2016,Arrival,25/11/2016 00:00:00
2016,As You Are,25/11/2016 00:00:00
2016,Beyond Skyline,25/11/2016 00:00:00
2016,I Am Not A Serial Killer,25/11/2016 00:00:00
2016,King Cobra,25/11/2016 00:00:00
2016,Nerve,25/11/2016 00:00:00
2016,City of Dead Men,02/12/2016 00:00:00
2016,Imperium,02/12/2016 00:00:00
2016,Moana,02/12/2016 00:00:00
2016,The Eyes of My Mother,02/12/2016 00:00:00
2016,The Love Witch,02/12/2016 00:00:00
2016,The Sea of Trees,02/12/2016 00:00:00
2016,Underworld: Blood Wars,02/12/2016 00:00:00
2016,Deepwater Horizon,09/12/2016 00:00:00
2016,Hands Of Stone,09/12/2016 00:00:00
2016,Kill Ratio,09/12/2016 00:00:00
2016,La La Land,09/12/2016 00:00:00
2016,Office Christmas Party,09/12/2016 00:00:00
2016,Alone In Berlin,16/12/2016 00:00:00
2016,Collateral Beauty,16/12/2016 00:00:00
2016,Don't Think Twice,16/12/2016 00:00:00
2016,Exit Thread,16/12/2016 00:00:00
2016,Hacksaw Ridge,16/12/2016 00:00:00
2016,Man Down,16/12/2016 00:00:00
2016,Paterson,16/12/2016 00:00:00
2016,Rogue One: A Star Wars Story,16/12/2016 00:00:00
2016,The Hollow Point,16/12/2016 00:00:00
2016,Dangal,23/12/2016 00:00:00
2016,The Great Gilly Hopkins,23/12/2016 00:00:00
2016,Assassin's Creed,30/12/2016 00:00:00
2016,Sing,30/12/2016 00:00:00
2016,Snow Ride and Horror Show,30/12/2016 00:00:00
2017,DONT USE,01/01/2017 00:00:00
2017,Surgical Strike,01/01/2017 00:00:00
2017,Art Universe,03/01/2017 00:00:00
2017,Chiang Mai Deep Trip,03/01/2017 00:00:00
2017,Magic Island,03/01/2017 00:00:00
2017,Rosetta,03/01/2017 00:00:00
2017,Samskara,03/01/2017 00:00:00
2017,Solar System: A Wonderful Journey,03/01/2017 00:00:00
2017,The Snowflake Adventure,03/01/2017 00:00:00
2017,Threat From Space,03/01/2017 00:00:00
2017,Treasures Of The Universe,03/01/2017 00:00:00
2017,100 Streets,06/01/2017 00:00:00
2017,A Monster Calls,06/01/2017 00:00:00
2017,Allied,06/01/2017 00:00:00
2017,Friend Request,06/01/2017 00:00:00
2017,Goon: Last of the Enforcers,06/01/2017 00:00:00
2017,Nocturnal Animals,06/01/2017 00:00:00
2017,Passengers,06/01/2017 00:00:00
2017,The Autopsy of Jane Doe,06/01/2017 00:00:00
2017,Live By Night,13/01/2017 00:00:00
2017,Monster Trucks,13/01/2017 00:00:00
2017,xXx: Return Of Xander Cage,14/01/2017 00:00:00
2017,Boyka: Undisputed,17/01/2017 00:00:00
2017,The Bye Bye Man,20/01/2017 00:00:00
2017,The Crew,20/01/2017 00:00:00
2017,The Founder,20/01/2017 00:00:00
2017,Dinosaur Adventure,03/02/2017 00:00:00
2017,Kung Fu Yoga,03/02/2017 00:00:00
2017,Miss Sloane,03/02/2017 00:00:00
2017,Resident Evil: The Final Chapter,03/02/2017 00:00:00
2017,The Great Wall,03/02/2017 00:00:00
2017,The House of Dead Horror,03/02/2017 00:00:00
2017,Why Him?,03/02/2017 00:00:00
2017,Rings,10/02/2017 00:00:00
2017,The Space Between Us,10/02/2017 00:00:00
2017,A Cure For Wellness,17/02/2017 00:00:00
2017,Hidden Figures,17/02/2017 00:00:00
2017,John Wick 2,17/02/2017 00:00:00
2017,Moonlight,17/02/2017 00:00:00
2017,Silence,17/02/2017 00:00:00
2017,The LEGO Batman Movie,17/02/2017 00:00:00
2017,Jackie,23/02/2017 00:00:00
2017,Get Out,24/02/2017 00:00:00
2017,Guardians The Superheroes,24/02/2017 00:00:00
2017,"Life, Animated",24/02/2017 00:00:00
2017,Lion,24/02/2017 00:00:00
2017,Split,24/02/2017 00:00:00
2017,Veeram,24/02/2017 00:00:00
2017,Flight of Fancy,27/02/2017 00:00:00
2017,Logan,03/03/2017 00:00:00
2017,Patriots Day,03/03/2017 00:00:00
2017,Kong: Skull Island,10/03/2017 00:00:00
2017,Anon,15/03/2017 00:00:00
2017,Beauty And The Beast,17/03/2017 00:00:00
2017,Before I Fall,17/03/2017 00:00:00
2017,Mantra,17/03/2017 00:00:00
2017,CHIPS,24/03/2017 00:00:00
2017,Life,24/03/2017 00:00:00
2017,Little Hours,30/03/2017 00:00:00
2017,A Dog's Purpose,31/03/2017 00:00:00
2017,A Last Conjuring,31/03/2017 00:00:00
2017,Power Rangers,31/03/2017 00:00:00
2017,The Boss Baby,31/03/2017 00:00:00
2017,The Salesman (Farsi with Eng subs),31/03/2017 00:00:00
2017,Colossal,07/04/2017 00:00:00
2017,Ghost In The Shell,07/04/2017 00:00:00
2017,Going in Style,07/04/2017 00:00:00
2017,Kaatru Veliyidai,07/04/2017 00:00:00
2017,Mine,07/04/2017 00:00:00
2017,Planet of Avatar,07/04/2017 00:00:00
2017,The Bodyguard,07/04/2017 00:00:00
2017,Their Finest,07/04/2017 00:00:00
2017,Fast And Furious 8,13/04/2017 00:00:00
2017,Aftermath,14/04/2017 00:00:00
2017,Lighthouse Keeper,14/04/2017 00:00:00
2017,Railroad Tigers,14/04/2017 00:00:00
2017,Stagecoach: The Texas Jack Story,14/04/2017 00:00:00
2017,Smurfs: The Lost Village,21/04/2017 00:00:00
2017,Sonata,21/04/2017 00:00:00
2017,The Zookeeper's Wife,21/04/2017 00:00:00
2017,Unforgettable,21/04/2017 00:00:00
2017,Sleight,28/04/2017 00:00:00
2017,The Promise,28/04/2017 00:00:00
2017,Voice From The Stone,28/04/2017 00:00:00
2017,Guardians of the Galaxy Vol. 2,05/05/2017 00:00:00
2017,Alien: Covenant,12/05/2017 00:00:00
2017,Diary of a Wimpy Kid:The Long Haul,12/05/2017 00:00:00
2017,King Arthur: Legend of the Sword,12/05/2017 00:00:00
2017,The Lovers,12/05/2017 00:00:00
2017,Devil's Domain,19/05/2017 00:00:00
2017,"Everything, Everything",19/05/2017 00:00:00
2017,The Circle,19/05/2017 00:00:00
2017,The Sense of An Ending,19/05/2017 00:00:00
2017,Pirates of the Caribbean: Salazar's Revenge,26/05/2017 00:00:00
2017,Sachin: A Billion Dreams,26/05/2017 00:00:00
2017,The Lost City Of Z,26/05/2017 00:00:00
2017,A Death In The Gunj,02/06/2017 00:00:00
2017,Baywatch,02/06/2017 00:00:00
2017,Wonder Woman,02/06/2017 00:00:00
2017,The Truman Show,05/06/2017 00:00:00
2017,Le Musk,09/06/2017 00:00:00
2017,My Cousin Rachel,09/06/2017 00:00:00
2017,The Mummy,09/06/2017 00:00:00
2017,World War Z 2,09/06/2017 00:00:00
2017,Bodom,15/06/2017 00:00:00
2017,All Eyez On Me,16/06/2017 00:00:00
2017,Cars 3 ,16/06/2017 00:00:00
2017,Despicable Me 3,16/06/2017 00:00:00
